route_id,service_id,trip_id,direction_id,wheelchair_accessible,bikes_allowed,shape_id
7,2917,982097332,1,1,1,27
7,2917,982097342,1,1,1,27
7,2917,982097352,1,1,1,27
7,2917,982097362,1,1,1,27
7,2917,982097372,1,1,1,27
7,2917,982097382,1,1,1,27
7,2917,982097392,1,1,1,27
7,2917,982097402,1,1,1,27
7,2917,982097412,1,1,1,27
7,2917,982159772,1,1,0,27
7,2917,982159782,1,1,0,27
7,2917,982159792,1,1,0,27
7,2917,982159802,1,1,0,27
8,2917,982159571,0,1,0,18
8,2917,982159581,0,1,0,18
8,2917,982159591,0,1,0,18
8,2917,982159601,0,1,0,18
8,2917,982159611,0,1,0,18
8,2917,982159621,0,1,0,18
8,2917,982159631,0,1,0,18
8,2917,982159641,0,1,0,18
8,2917,982159651,0,1,0,18
8,2917,982159661,0,1,0,18
8,2917,982159671,0,1,0,18
8,2917,982159681,0,1,0,18
8,2917,982159691,0,1,0,18
8,2917,982159701,0,1,0,18
8,2917,982159711,0,1,0,18
8,2917,982159721,0,1,0,18
8,2917,982159731,0,1,0,18
8,2917,982159741,0,1,0,18
8,2917,982159751,0,1,0,18
8,2917,982159761,0,1,0,18
8,2917,982160481,0,1,0,18
8,2917,982160491,0,1,0,18
8,2917,982160501,0,1,0,18
8,2917,982160511,0,1,0,18
8,2917,982160521,0,1,0,18
8,2917,982160531,0,1,0,18
8,2917,982160541,0,1,0,18
8,2917,982160551,0,1,0,18
8,2917,982160571,0,1,0,18
8,2917,982160581,0,1,0,18
8,2917,982160601,0,1,0,18
8,2917,982160611,0,1,0,18
8,2917,982160631,0,1,0,18
8,2917,982160641,0,1,0,18
8,2917,982160651,0,1,0,18
8,2917,982160661,0,1,0,18
8,2917,982160671,0,1,0,18
8,2917,982160681,0,1,0,18
8,2917,982160701,0,1,0,18
8,2917,982160711,0,1,0,18
8,2917,982160721,0,1,0,18
8,2917,982160731,0,1,0,18
8,2917,982160741,0,1,0,18
8,2917,982160751,0,1,0,18
8,2917,982160761,0,1,0,18
8,2917,982159572,1,1,0,28
8,2917,982159582,1,1,0,28
8,2917,982159592,1,1,0,28
8,2917,982159602,1,1,0,28
8,2917,982159612,1,1,0,28
8,2917,982159622,1,1,0,28
8,2917,982159632,1,1,0,28
8,2917,982159642,1,1,0,28
8,2917,982159652,1,1,0,28
8,2917,982159662,1,1,0,28
8,2917,982159672,1,1,0,28
8,2917,982159682,1,1,0,28
8,2917,982159692,1,1,0,28
8,2917,982159712,1,1,0,28
8,2917,982159722,1,1,0,28
8,2917,982159732,1,1,0,28
8,2917,982159742,1,1,0,28
8,2917,982159752,1,1,0,28
8,2917,982160482,1,1,0,28
8,2917,982160492,1,1,0,28
8,2917,982160502,1,1,0,28
8,2917,982160512,1,1,0,28
8,2917,982160522,1,1,0,28
8,2917,982160532,1,1,0,28
8,2917,982160542,1,1,0,28
8,2917,982160562,1,1,0,28
8,2917,982160572,1,1,0,28
8,2917,982160582,1,1,0,28
8,2917,982160592,1,1,0,28
8,2917,982160622,1,1,0,28
8,2917,982160632,1,1,0,28
8,2917,982160642,1,1,0,28
8,2917,982160652,1,1,0,28
8,2917,982160662,1,1,0,28
8,2917,982160672,1,1,0,28
8,2917,982160682,1,1,0,28
8,2917,982160692,1,1,0,28
8,2917,982160702,1,1,0,28
8,2917,982160712,1,1,0,28
8,2917,982160722,1,1,0,28
8,2917,982160732,1,1,0,28
8,2917,982160742,1,1,0,28
8,2917,982160752,1,1,0,28
9,2917,982192171,0,1,0,19
9,2917,982192201,0,1,0,19
9,2917,982192211,0,1,0,19
9,2917,982192221,0,1,0,19
9,2917,982192231,0,1,0,19
9,2917,982192241,0,1,0,19
9,2917,982192251,0,1,0,19
9,2917,982192261,0,1,0,19
9,2917,982192202,1,1,0,29
9,2917,982192212,1,1,0,29
9,2917,982192222,1,1,0,29
9,2917,982192232,1,1,0,29
9,2917,982192242,1,1,0,29
9,2917,982192252,1,1,0,29
9,2917,982192262,1,1,0,29
10,2917,982097421,0,1,1,110
10,2917,982097431,0,1,1,110
10,2917,982097441,0,1,1,110
10,2917,982097451,0,1,1,110
10,2917,982097461,0,1,1,110
10,2917,982097471,0,1,1,110
10,2917,982097481,0,1,1,110
10,2917,982097491,0,1,1,110
10,2917,982097501,0,1,1,110
10,2917,982097511,0,1,1,110
10,2917,982097521,0,1,1,110
10,2917,982097531,0,1,1,110
10,2917,982097541,0,1,1,110
10,2917,982097551,0,1,1,110
10,2917,982097561,0,1,1,110
10,2917,982097571,0,1,1,110
10,2917,982097581,0,1,1,110
10,2917,982097591,0,1,1,110
10,2917,982097601,0,1,1,110
10,2917,982154471,0,1,0,110
10,2917,982154481,0,1,0,110
10,2917,982154491,0,1,0,110
10,2917,982154501,0,1,0,110
10,2917,982154511,0,1,0,110
10,2917,982154521,0,1,0,110
10,2917,982097422,1,1,1,210
10,2917,982097432,1,1,1,210
10,2917,982097442,1,1,1,210
10,2917,982097452,1,1,1,210
10,2917,982097462,1,1,1,210
10,2917,982097472,1,1,1,210
10,2917,982097482,1,1,1,210
10,2917,982097492,1,1,1,210
10,2917,982097502,1,1,1,210
10,2917,982097512,1,1,1,210
10,2917,982097522,1,1,1,210
10,2917,982097532,1,1,1,210
10,2917,982097542,1,1,1,210
10,2917,982097552,1,1,1,210
10,2917,982097562,1,1,1,210
10,2917,982097572,1,1,1,210
10,2917,982097582,1,1,1,210
10,2917,982097592,1,1,1,210
10,2917,982097602,1,1,1,210
10,2917,982154472,1,1,0,210
10,2917,982154482,1,1,0,210
10,2917,982154492,1,1,0,210
10,2917,982154502,1,1,0,210
10,2917,982154512,1,1,0,210
10,2917,982154522,1,1,0,210
15,2917,982064891,0,1,0,115
15,2917,982064901,0,1,0,115
15,2917,982064911,0,1,0,115
15,2917,982064921,0,1,0,115
15,2917,982064931,0,1,0,115
15,2917,982064941,0,1,0,115
15,2917,982064951,0,1,0,115
15,2917,982064961,0,1,0,115
15,2917,982064971,0,1,0,115
15,2917,982064981,0,1,0,115
15,2917,982064991,0,1,0,115
15,2917,982065001,0,1,0,115
15,2917,982065011,0,1,0,115
15,2917,982065021,0,1,0,115
15,2917,982065031,0,1,0,115
15,2917,982065041,0,1,0,115
15,2917,982065051,0,1,0,115
15,2917,982065061,0,1,0,115
15,2917,982065071,0,1,0,115
15,2917,982065081,0,1,0,115
15,2917,982065091,0,1,0,115
15,2917,982065101,0,1,0,115
15,2917,982065111,0,1,0,115
15,2917,982065121,0,1,0,115
15,2917,982065131,0,1,0,115
15,2917,982065141,0,1,0,115
15,2917,982065151,0,1,0,115
15,2917,982065161,0,1,0,115
15,2917,982065171,0,1,0,115
15,2917,982065181,0,1,0,115
15,2917,982065191,0,1,0,115
15,2917,982065201,0,1,0,115
15,2917,982065211,0,1,0,115
15,2917,982065221,0,1,0,115
15,2917,982064892,1,1,0,215
15,2917,982064902,1,1,0,215
15,2917,982064912,1,1,0,215
15,2917,982064922,1,1,0,215
15,2917,982064932,1,1,0,215
15,2917,982064942,1,1,0,215
15,2917,982064952,1,1,0,215
15,2917,982064962,1,1,0,215
15,2917,982064972,1,1,0,215
15,2917,982064982,1,1,0,215
15,2917,982064992,1,1,0,215
15,2917,982065002,1,1,0,215
15,2917,982065012,1,1,0,215
15,2917,982065022,1,1,0,215
15,2917,982065032,1,1,0,215
15,2917,982065042,1,1,0,215
15,2917,982065052,1,1,0,215
15,2917,982065062,1,1,0,215
15,2917,982065072,1,1,0,215
15,2917,982065082,1,1,0,215
15,2917,982065092,1,1,0,215
15,2917,982065102,1,1,0,215
15,2917,982065112,1,1,0,215
15,2917,982065122,1,1,0,215
15,2917,982065132,1,1,0,215
15,2917,982065142,1,1,0,215
15,2917,982065152,1,1,0,215
15,2917,982065162,1,1,0,215
15,2917,982065172,1,1,0,215
15,2917,982065182,1,1,0,215
15,2917,982065192,1,1,0,215
15,2917,982065202,1,1,0,215
15,2917,982065212,1,1,0,215
15,2917,982065222,1,1,0,215
16,2917,985399571,0,1,1,116
16,2917,985399581,0,1,1,116
16,2917,985399601,0,1,1,116
16,2917,985399611,0,1,1,116
16,2917,985399621,0,1,1,116
16,2917,985399631,0,1,1,116
16,2917,985399641,0,1,1,116
16,2917,985399651,0,1,1,116
16,2917,985399661,0,1,1,116
16,2917,985399671,0,1,1,116
16,2917,985399681,0,1,1,116
16,2917,985399691,0,1,1,116
16,2917,985399701,0,1,1,116
16,2917,985399711,0,1,1,116
16,2917,985399721,0,1,1,116
16,2917,985399731,0,1,1,116
16,2917,985399741,0,1,1,116
16,2917,985399572,1,1,1,216
16,2917,985399582,1,1,1,216
16,2917,985399592,1,1,1,216
16,2917,985399602,1,1,1,216
16,2917,985399612,1,1,1,216
16,2917,985399622,1,1,1,216
16,2917,985399632,1,1,1,216
16,2917,985399642,1,1,1,216
16,2917,985399652,1,1,1,216
16,2917,985399662,1,1,1,216
16,2917,985399672,1,1,1,216
16,2917,985399682,1,1,1,216
16,2917,985399692,1,1,1,216
16,2917,985399702,1,1,1,216
16,2917,985399712,1,1,1,216
16,2917,985399722,1,1,1,216
16,2917,985399732,1,1,1,216
16,2917,985399742,1,1,1,216
17,2917,986035681,0,1,0,117
17,2917,986035691,0,1,0,117
17,2917,986035701,0,1,0,117
17,2917,986035711,0,1,1,117
17,2917,986035721,0,1,1,117
17,2917,986035731,0,1,1,117
17,2917,986035741,0,1,1,117
17,2917,986035751,0,1,1,117
17,2917,986035761,0,1,1,117
17,2917,986035771,0,1,1,117
17,2917,986035781,0,1,1,117
17,2917,986035791,0,1,1,117
17,2917,986035801,0,1,1,117
17,2917,986035811,0,1,1,117
17,2917,986035821,0,1,1,117
17,2917,986035831,0,1,1,117
17,2917,986035841,0,1,1,117
17,2917,986035851,0,1,1,117
17,2917,986035861,0,1,1,117
17,2917,986035871,0,1,1,117
17,2917,986035881,0,1,1,117
17,2917,986035891,0,1,1,117
17,2917,986035901,0,1,1,117
17,2917,986035911,0,1,1,117
17,2917,986035921,0,1,1,117
17,2917,986035931,0,1,1,117
17,2917,986035941,0,1,1,117
17,2917,986035951,0,1,0,117
17,2917,986035961,0,1,0,117
17,2917,986035971,0,1,0,117
17,2917,986035981,0,1,1,117
17,2917,986035991,0,1,1,117
17,2917,986036001,0,1,1,117
17,2917,986036011,0,1,1,117
17,2917,986036021,0,1,1,117
17,2917,986036031,0,1,1,117
17,2917,986036041,0,1,1,117
17,2917,986036051,0,1,1,117
17,2917,986036061,0,1,1,117
17,2917,986036071,0,1,1,117
17,2917,986036081,0,1,1,117
17,2917,986036091,0,1,1,117
17,2917,986036101,0,1,1,117
17,2917,986036111,0,1,1,117
17,2917,986036121,0,1,1,117
17,2917,986036141,0,1,0,117
17,2917,986036151,0,1,0,117
17,2917,986036161,0,1,1,117
17,2917,986036171,0,1,1,117
17,2917,986036181,0,1,1,117
17,2917,986036191,0,1,1,117
17,2917,986036201,0,1,1,117
17,2917,986036211,0,1,1,117
17,2917,986036221,0,1,1,117
17,2917,986036231,0,1,1,117
17,2917,986036241,0,1,1,117
17,2917,986036251,0,1,1,117
17,2917,986036261,0,1,1,117
17,2917,986036271,0,1,1,117
17,2917,986036281,0,1,1,117
17,2917,986036291,0,1,1,117
17,2917,986036301,0,1,1,117
17,2917,986036321,0,1,0,117
17,2917,986036331,0,1,0,117
17,2917,986036341,0,1,0,117
17,2917,986036351,0,1,0,117
17,2917,986036361,0,1,0,117
17,2917,986035682,1,1,0,217
17,2917,986035692,1,1,0,217
17,2917,986035712,1,1,1,217
17,2917,986035722,1,1,1,217
17,2917,986035732,1,1,1,217
17,2917,986035742,1,1,1,217
17,2917,986035752,1,1,1,217
17,2917,986035762,1,1,1,217
17,2917,986035772,1,1,1,217
17,2917,986035782,1,1,1,217
17,2917,986035792,1,1,1,217
17,2917,986035802,1,1,1,217
17,2917,986035812,1,1,1,217
17,2917,986035822,1,1,1,217
17,2917,986035832,1,1,1,217
17,2917,986035842,1,1,1,217
17,2917,986035852,1,1,1,217
17,2917,986035862,1,1,1,217
17,2917,986035872,1,1,1,217
17,2917,986035882,1,1,1,217
17,2917,986035892,1,1,1,217
17,2917,986035902,1,1,1,217
17,2917,986035912,1,1,1,217
17,2917,986035922,1,1,1,217
17,2917,986035932,1,1,1,217
17,2917,986035942,1,1,1,217
17,2917,986035952,1,1,0,217
17,2917,986035962,1,1,0,217
17,2917,986035982,1,1,1,217
17,2917,986035992,1,1,1,217
17,2917,986036002,1,1,1,217
17,2917,986036012,1,1,1,217
17,2917,986036022,1,1,1,217
17,2917,986036032,1,1,1,217
17,2917,986036042,1,1,1,217
17,2917,986036052,1,1,1,217
17,2917,986036062,1,1,1,217
17,2917,986036072,1,1,1,217
17,2917,986036082,1,1,1,217
17,2917,986036092,1,1,1,217
17,2917,986036102,1,1,1,217
17,2917,986036112,1,1,1,217
17,2917,986036122,1,1,1,217
17,2917,986036132,1,1,0,217
17,2917,986036142,1,1,0,217
17,2917,986036152,1,1,0,217
17,2917,986036162,1,1,1,217
17,2917,986036172,1,1,1,217
17,2917,986036182,1,1,1,217
17,2917,986036192,1,1,1,217
17,2917,986036202,1,1,1,217
17,2917,986036212,1,1,1,217
17,2917,986036222,1,1,1,217
17,2917,986036232,1,1,1,217
17,2917,986036242,1,1,1,217
17,2917,986036252,1,1,1,217
17,2917,986036262,1,1,1,217
17,2917,986036272,1,1,1,217
17,2917,986036282,1,1,1,217
17,2917,986036292,1,1,1,217
17,2917,986036302,1,1,1,217
17,2917,986036312,1,1,0,217
17,2917,986036322,1,1,0,217
17,2917,986036332,1,1,0,217
17,2917,986036342,1,1,0,217
17,2917,986036352,1,1,0,217
17,2917,986036362,1,1,0,217
18,2917,982098331,0,1,0,118
18,2917,982098341,0,1,0,118
18,2917,982098351,0,1,0,118
18,2917,982098361,0,1,0,118
18,2917,982098371,0,1,0,118
18,2917,982098381,0,1,0,118
18,2917,982098391,0,1,0,118
18,2917,982098401,0,1,0,118
18,2917,982098411,0,1,0,118
18,2917,982098421,0,1,0,118
18,2917,982098431,0,1,0,118
18,2917,982098441,0,1,0,118
18,2917,982098451,0,1,0,118
18,2917,982098461,0,1,0,118
18,2917,982098471,0,1,0,118
18,2917,982098481,0,1,0,118
18,2917,982098491,0,1,0,118
18,2917,982098501,0,1,0,118
18,2917,982098511,0,1,0,118
18,2917,982098521,0,1,0,118
18,2917,982098531,0,1,0,118
18,2917,982098541,0,1,0,118
18,2917,982098551,0,1,0,118
18,2917,982098561,0,1,0,118
18,2917,982098571,0,1,0,118
18,2917,982098581,0,1,0,118
18,2917,982098591,0,1,0,118
18,2917,982098601,0,1,0,118
18,2917,982098611,0,1,0,118
18,2917,982098621,0,1,0,118
18,2917,982098631,0,1,0,118
18,2917,982106321,0,1,0,118
18,2917,982106331,0,1,0,118
18,2917,982106341,0,1,0,118
18,2917,982106351,0,1,0,118
18,2917,982106361,0,1,0,118
18,2917,982106371,0,1,0,118
18,2917,982106381,0,1,0,118
18,2917,982106391,0,1,0,118
18,2917,982106401,0,1,0,118
18,2917,982107161,0,1,0,118
18,2917,982107171,0,1,0,118
18,2917,982107181,0,1,0,118
18,2917,982107191,0,1,0,118
18,2917,982107201,0,1,0,118
18,2917,982107211,0,1,0,118
18,2917,982107221,0,1,0,118
18,2917,982107231,0,1,0,118
18,2917,982107241,0,1,0,118
18,2917,982107251,0,1,0,118
18,2917,982107261,0,1,0,118
18,2917,982107271,0,1,0,118
18,2917,982107281,0,1,0,118
18,2917,982107291,0,1,0,118
18,2917,982107301,0,1,0,118
18,2917,982107311,0,1,0,118
18,2917,982107321,0,1,0,118
18,2917,982107331,0,1,0,118
18,2917,982107341,0,1,0,118
18,2917,982107351,0,1,0,118
18,2917,982107361,0,1,0,118
18,2917,982107371,0,1,0,118
18,2917,982107381,0,1,0,118
18,2917,982107391,0,1,0,118
18,2917,982107401,0,1,0,118
18,2917,982107411,0,1,0,118
18,2917,982107421,0,1,0,118
18,2917,982098332,1,1,0,218
18,2917,982098342,1,1,0,218
18,2917,982098352,1,1,0,218
18,2917,982098362,1,1,0,218
18,2917,982098372,1,1,0,218
18,2917,982098382,1,1,0,218
18,2917,982098392,1,1,0,218
18,2917,982098402,1,1,0,218
18,2917,982098412,1,1,0,218
18,2917,982098422,1,1,0,218
18,2917,982098432,1,1,0,218
18,2917,982098442,1,1,0,218
18,2917,982098452,1,1,0,218
18,2917,982098462,1,1,0,218
18,2917,982098472,1,1,0,218
18,2917,982098482,1,1,0,218
18,2917,982098492,1,1,0,218
18,2917,982098502,1,1,0,218
18,2917,982098512,1,1,0,218
18,2917,982098522,1,1,0,218
18,2917,982098532,1,1,0,218
18,2917,982098542,1,1,0,218
18,2917,982098552,1,1,0,218
18,2917,982098562,1,1,0,218
18,2917,982098572,1,1,0,218
18,2917,982098582,1,1,0,218
18,2917,982098592,1,1,0,218
18,2917,982098602,1,1,0,218
18,2917,982098612,1,1,0,218
18,2917,982098622,1,1,0,218
18,2917,982098632,1,1,0,218
18,2917,982106322,1,1,0,218
18,2917,982106332,1,1,0,218
18,2917,982106342,1,1,0,218
18,2917,982106352,1,1,0,218
18,2917,982106362,1,1,0,218
18,2917,982106372,1,1,0,218
18,2917,982106382,1,1,0,218
18,2917,982106392,1,1,0,218
18,2917,982106402,1,1,0,218
18,2917,982107162,1,1,0,218
18,2917,982107172,1,1,0,218
18,2917,982107182,1,1,0,218
18,2917,982107192,1,1,0,218
18,2917,982107202,1,1,0,218
18,2917,982107212,1,1,0,218
18,2917,982107222,1,1,0,218
18,2917,982107232,1,1,0,218
18,2917,982107242,1,1,0,218
18,2917,982107252,1,1,0,218
18,2917,982107262,1,1,0,218
18,2917,982107272,1,1,0,218
18,2917,982107282,1,1,0,218
18,2917,982107292,1,1,0,218
18,2917,982107302,1,1,0,218
18,2917,982107312,1,1,0,218
18,2917,982107322,1,1,0,218
18,2917,982107332,1,1,0,218
18,2917,982107342,1,1,0,218
18,2917,982107352,1,1,0,218
18,2917,982107362,1,1,0,218
18,2917,982107372,1,1,0,218
18,2917,982107382,1,1,0,218
18,2917,982107392,1,1,0,218
18,2917,982107402,1,1,0,218
18,2917,982107412,1,1,0,218
18,2917,982107422,1,1,0,218
19,2917,982183291,0,1,1,119
19,2917,982183301,0,1,1,119
19,2917,982183311,0,1,1,119
19,2917,982183321,0,1,1,119
19,2917,982183331,0,1,1,119
19,2917,982183341,0,1,1,119
19,2917,982183351,0,1,1,119
19,2917,982183361,0,1,1,119
19,2917,982183371,0,1,1,119
19,2917,982183381,0,1,1,119
19,2917,982183391,0,1,1,119
19,2917,982183401,0,1,0,119
19,2917,982183411,0,1,0,119
19,2917,982183421,0,1,1,119
19,2917,982183431,0,1,1,119
19,2917,982183441,0,1,1,119
19,2917,982183451,0,1,1,119
19,2917,982183461,0,1,1,119
19,2917,982183471,0,1,1,119
19,2917,982183481,0,1,1,119
19,2917,982183491,0,1,1,119
19,2917,982183501,0,1,1,119
19,2917,982183511,0,1,1,119
19,2917,982183521,0,1,1,119
19,2917,982183531,0,1,1,119
19,2917,982183541,0,1,1,119
19,2917,982183551,0,1,1,119
19,2917,982183561,0,1,0,119
19,2917,982183571,0,1,0,119
19,2917,982183581,0,1,0,119
19,2917,982183591,0,1,0,119
19,2917,982183601,0,1,0,119
19,2917,982183621,0,1,0,119
19,2917,982183631,0,1,0,119
19,2917,982183641,0,1,1,119
19,2917,982183651,0,1,1,119
19,2917,982183661,0,1,1,119
19,2917,982183671,0,1,1,119
19,2917,982183681,0,1,1,119
19,2917,982183691,0,1,1,119
19,2917,982183701,0,1,1,119
19,2917,982183711,0,1,1,119
19,2917,982183721,0,1,1,119
19,2917,982183731,0,1,1,119
19,2917,982183741,0,1,1,119
19,2917,982183751,0,1,1,119
19,2917,982183761,0,1,1,119
19,2917,982183771,0,1,1,119
19,2917,982183781,0,1,0,119
19,2917,982183791,0,1,0,119
19,2917,982183801,0,1,0,119
19,2917,982183811,0,1,1,119
19,2917,982183821,0,1,1,119
19,2917,982183831,0,1,1,119
19,2917,982183841,0,1,1,119
19,2917,982183851,0,1,1,119
19,2917,982183861,0,1,1,119
19,2917,982183871,0,1,1,119
19,2917,982183881,0,1,1,119
19,2917,982183891,0,1,1,119
19,2917,982183901,0,1,1,119
19,2917,982183911,0,1,1,119
19,2917,982183921,0,1,1,119
19,2917,982183931,0,1,1,119
19,2917,982183941,0,1,1,119
19,2917,982183292,1,1,1,219
19,2917,982183302,1,1,1,219
19,2917,982183312,1,1,1,219
19,2917,982183322,1,1,1,219
19,2917,982183332,1,1,1,219
19,2917,982183342,1,1,1,219
19,2917,982183352,1,1,1,219
19,2917,982183362,1,1,1,219
19,2917,982183372,1,1,1,219
19,2917,982183382,1,1,1,219
19,2917,982183392,1,1,1,219
19,2917,982183402,1,1,0,219
19,2917,982183412,1,1,0,219
19,2917,982183422,1,1,1,219
19,2917,982183432,1,1,1,219
19,2917,982183442,1,1,1,219
19,2917,982183452,1,1,1,219
19,2917,982183462,1,1,1,219
19,2917,982183472,1,1,1,219
19,2917,982183482,1,1,1,219
19,2917,982183492,1,1,1,219
19,2917,982183502,1,1,1,219
19,2917,982183512,1,1,1,219
19,2917,982183522,1,1,1,219
19,2917,982183532,1,1,1,219
19,2917,982183542,1,1,1,219
19,2917,982183552,1,1,1,219
19,2917,982183562,1,1,0,219
19,2917,982183572,1,1,0,219
19,2917,982183582,1,1,0,219
19,2917,982183592,1,1,0,219
19,2917,982183602,1,1,0,219
19,2917,982183612,1,1,0,219
19,2917,982183622,1,1,0,219
19,2917,982183632,1,1,0,219
19,2917,982183642,1,1,1,219
19,2917,982183652,1,1,1,219
19,2917,982183662,1,1,1,219
19,2917,982183672,1,1,1,219
19,2917,982183682,1,1,1,219
19,2917,982183692,1,1,1,219
