Toplam segment,Train,Test,Tarih araligi,Benzersiz otobus,Benzersiz yon,Benzersiz gun,Saat araligi,Ortalama travel_minutes,Std travel_minutes
81575,65260,16315,2026-04-02 — 2026-06-13,48,2,73,6:00 — 22:00,1.213,1.543
