DATE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE;BANK CARD
1.01.2021;Izdeniz;46;7;0;0;3;0;14;5;0
1.01.2021;Tramvay Konak;701;132;0;12;2;0;195;71;0
1.01.2021;Metro Maskematik;38;1;0;3;0;0;0;0;0
1.01.2021;Seferihisar Mot. Taþ. Kooperat;221;24;0;5;0;0;43;30;0
1.01.2021;Ýzban;7297;1206;5;110;105;0;747;857;0
1.01.2021;Ýzdeniz Maskematik;1;0;4;0;0;0;0;0;0
1.01.2021;Izulas;6;0;0;1;0;0;0;0;0
1.01.2021;Metro;4992;1014;0;112;50;0;598;568;0
1.01.2021;Tramvay Karþýyaka;146;28;0;4;0;0;25;9;0
1.01.2021;Eshot;20972;3159;6;466;65;0;3962;2319;0
2.01.2021;Tramvay Karþýyaka;189;37;0;2;0;0;25;9;0
2.01.2021;Tramvay Konak;1019;165;2;17;5;0;236;62;0
2.01.2021;Eshot;30506;4524;15;583;46;0;4607;2984;0
2.01.2021;Metro;7346;1389;6;180;56;0;628;704;0
2.01.2021;Ýzdeniz Maskematik;1;0;0;0;0;0;0;0;0
2.01.2021;Metro Maskematik;88;6;0;1;0;0;0;0;0
2.01.2021;Izdeniz;80;12;0;0;3;0;9;4;0
2.01.2021;Ýzban;10924;1893;12;153;96;0;805;1026;0
2.01.2021;Seferihisar Mot. Taþ. Kooperat;313;42;0;5;1;0;42;34;0
3.01.2021;Metro Maskematik;69;9;2;0;0;0;0;0;0
3.01.2021;Izdeniz;54;10;0;0;5;0;3;12;0
3.01.2021;Tramvay Karþýyaka;156;33;0;2;0;0;21;9;0
3.01.2021;Tramvay Konak;878;138;0;14;3;0;214;78;0
3.01.2021;Metro;5962;1126;6;131;55;0;535;577;0
3.01.2021;Ýzdeniz Maskematik;3;0;0;0;0;0;0;0;0
3.01.2021;Ýzban;9175;1531;10;118;152;0;713;912;0
3.01.2021;Eshot;24584;3683;20;464;99;0;3969;2531;0
3.01.2021;Seferihisar Mot. Taþ. Kooperat;238;33;0;4;0;0;35;27;0
4.01.2021;Izdeniz;14556;2998;134;437;334;0;535;821;0
4.01.2021;Izulas;56379;12473;331;2325;32;0;3466;7698;0
4.01.2021;Metro;87419;20558;597;3265;441;0;4264;6776;0
4.01.2021;Seferihisar Mot. Taþ. Kooperat;2771;423;18;95;4;0;169;389;0
4.01.2021;Metro Maskematik;955;54;0;14;0;0;0;0;0
4.01.2021;Tramvay Karþýyaka;5777;1426;83;252;29;0;167;355;0
4.01.2021;Ýzdeniz Maskematik;140;14;3;6;0;0;0;0;0
4.01.2021;BÝSÝM;8;2;2;0;0;0;0;0;0
4.01.2021;Ýzmir BB - Atik Yönetimi DB;401;104;8;6;0;0;0;78;0
4.01.2021;NOSTALJÝK TRAMVAY;17;12;0;0;0;0;0;0;0
4.01.2021;Ýzban;84944;18475;633;2130;333;0;3395;6925;0
4.01.2021;Tramvay Konak;19458;4809;216;794;37;0;1158;1462;0
4.01.2021;Eshot;225233;49507;1305;9491;293;0;15253;29890;0
5.01.2021;Ýzdeniz Maskematik;178;26;0;28;0;0;0;0;0
5.01.2021;Tramvay Konak;19043;4662;233;809;39;0;1085;1499;0
5.01.2021;Ýzban;77359;17319;583;2107;250;0;2987;6346;0
5.01.2021;Metro Maskematik;711;39;1;20;0;0;0;0;0
5.01.2021;Metro;84979;19870;649;3070;479;0;4038;6502;0
5.01.2021;Seferihisar Mot. Taþ. Kooperat;2708;420;24;91;3;0;184;384;0
5.01.2021;Izulas;54559;12052;295;2174;37;0;3289;7744;0
5.01.2021;Tramvay Karþýyaka;5513;1342;72;275;20;0;149;373;0
5.01.2021;Eshot;216305;47904;1244;8741;216;0;14540;28327;0
5.01.2021;Ýzmir BB - Atik Yönetimi DB;376;111;5;12;0;0;0;89;0
5.01.2021;NOSTALJÝK TRAMVAY;17;6;4;0;0;0;0;0;0
5.01.2021;Izdeniz;13885;2894;133;446;322;0;502;781;0
5.01.2021;BÝSÝM;2;5;0;0;0;0;0;0;0
6.01.2021;NOSTALJÝK TRAMVAY;37;14;0;2;0;0;0;0;0
6.01.2021;Izulas;55174;12785;292;2220;43;0;3258;7711;0
6.01.2021;Tramvay Karþýyaka;7014;1606;100;468;26;0;236;520;0
6.01.2021;Tramvay Konak;19501;5094;201;904;43;0;1197;1460;0
6.01.2021;Izdeniz;14517;3029;152;533;371;0;588;859;0
6.01.2021;Ýzdeniz Maskematik;190;18;1;9;0;0;0;0;0
6.01.2021;Seferihisar Mot. Taþ. Kooperat;2575;423;28;88;2;0;184;361;0
6.01.2021;Metro Maskematik;617;47;0;26;0;0;0;0;0
6.01.2021;BÝSÝM;22;7;0;0;0;0;0;0;0
6.01.2021;Metro;85091;20557;670;3141;426;0;4015;6536;0
6.01.2021;Ýzmir BB - Atik Yönetimi DB;413;122;7;12;0;0;0;84;0
6.01.2021;Ýzban;78432;18132;669;2138;264;0;3150;6572;0
6.01.2021;Eshot;219425;50016;1442;9366;278;0;14886;29066;0
7.01.2021;Ýzban;77834;17770;621;2077;248;0;3160;6523;0
7.01.2021;Ýzdeniz Maskematik;74;21;0;3;0;0;0;0;0
7.01.2021;NOSTALJÝK TRAMVAY;34;8;1;2;0;0;0;0;0
7.01.2021;Tramvay Konak;19341;4742;247;855;64;0;1173;1516;0
7.01.2021;Izdeniz;14379;2885;158;463;319;0;499;834;0
7.01.2021;Metro Maskematik;516;58;3;22;0;0;0;0;0
7.01.2021;Tramvay Karþýyaka;5519;1328;68;261;13;0;169;386;0
7.01.2021;Eshot;217560;49163;1374;8735;255;0;15301;29033;0
7.01.2021;BÝSÝM;17;1;0;0;0;0;0;0;0
7.01.2021;Ýzmir BB - Atik Yönetimi DB;424;111;13;6;0;0;0;108;0
7.01.2021;Seferihisar Mot. Taþ. Kooperat;2568;408;21;79;1;0;198;386;0
7.01.2021;Metro;85206;20245;717;3165;424;0;4115;6540;0
7.01.2021;Izulas;54126;12308;284;2078;38;0;3340;7353;0
8.01.2021;Tramvay Karþýyaka;6032;1606;80;291;25;0;189;381;0
8.01.2021;Metro;87436;21384;784;3187;411;0;4010;6689;0
8.01.2021;NOSTALJÝK TRAMVAY;49;9;5;0;0;0;0;0;0
8.01.2021;Izdeniz;16481;3671;188;527;382;0;620;969;0
8.01.2021;Seferihisar Mot. Taþ. Kooperat;2872;401;25;106;0;0;186;451;0
8.01.2021;Ýzmir BB - Atik Yönetimi DB;475;183;16;5;0;0;0;89;0
8.01.2021;Ýzdeniz Maskematik;114;12;0;10;0;0;0;0;0
8.01.2021;Izulas;56584;13157;339;2178;29;0;3281;8126;0
8.01.2021;BÝSÝM;10;2;0;0;0;0;0;0;0
8.01.2021;Tramvay Konak;20299;5515;243;885;33;0;1091;1551;0
8.01.2021;Eshot;225189;52370;1467;9142;257;1;14710;30295;0
8.01.2021;Metro Maskematik;526;40;1;21;0;0;0;0;0
8.01.2021;Ýzban;82732;19083;742;2206;361;0;3091;6797;0
9.01.2021;Izdeniz;85;19;2;0;0;0;10;5;0
9.01.2021;Tramvay Konak;1245;251;5;25;0;0;245;92;0
9.01.2021;Metro;10605;2011;12;174;79;0;724;828;0
9.01.2021;Ýzban;16957;2915;35;272;119;0;1194;1476;0
9.01.2021;Metro Maskematik;254;11;0;7;0;0;0;0;0
9.01.2021;Tramvay Karþýyaka;213;47;0;5;0;0;16;13;0
9.01.2021;Ýzdeniz Maskematik;4;2;0;0;0;0;0;0;0
9.01.2021;Eshot;41820;6155;21;681;99;0;5218;3672;0
9.01.2021;Izulas;26;4;0;1;0;0;0;4;0
9.01.2021;Seferihisar Mot. Taþ. Kooperat;372;42;0;7;0;0;43;32;0
9.01.2021;Ýzmir BB - Atik Yönetimi DB;12;0;0;0;0;0;0;1;0
10.01.2021;Tramvay Karþýyaka;167;32;0;3;0;0;16;10;0
10.01.2021;Seferihisar Mot. Taþ. Kooperat;255;38;0;5;0;0;32;45;0
10.01.2021;Izdeniz;103;18;1;2;1;0;5;6;0
10.01.2021;Tramvay Konak;713;142;1;15;0;0;184;63;0
10.01.2021;Eshot;26259;3850;16;525;62;0;3649;2704;0
10.01.2021;Ýzmir BB - Atik Yönetimi DB;5;0;0;0;0;0;0;0;0
10.01.2021;Ýzban;9266;1575;15;126;133;0;680;1003;0
10.01.2021;Metro Maskematik;197;8;0;0;0;0;0;0;0
10.01.2021;Metro;6049;1143;7;122;40;0;538;627;0
11.01.2021;Ýzmir BB - Atik Yönetimi DB;346;96;1;5;0;0;0;90;0
11.01.2021;Tramvay Karþýyaka;5831;1471;72;299;16;0;158;396;0
11.01.2021;Eshot;224967;51897;1460;9472;260;0;15595;30573;0
11.01.2021;NOSTALJÝK TRAMVAY;27;10;0;1;0;0;0;0;0
11.01.2021;Izulas;57561;13234;299;2341;34;0;3491;8176;0
11.01.2021;Metro Maskematik;583;37;3;23;0;0;0;0;0
11.01.2021;Tramvay Konak;20421;5290;265;897;41;0;1224;1694;0
11.01.2021;Ýzban;86160;19315;667;2316;372;0;3308;7302;0
11.01.2021;BÝSÝM;5;3;0;0;0;0;0;0;0
11.01.2021;Izdeniz;15127;3219;139;487;262;0;556;907;0
11.01.2021;Metro;92022;21805;734;3282;478;0;4236;7268;0
11.01.2021;Ýzdeniz Maskematik;87;9;7;4;0;0;0;0;0
11.01.2021;Seferihisar Mot. Taþ. Kooperat;2724;406;30;78;1;0;189;406;0
12.01.2021;Ýzban;79793;17875;665;2191;266;0;3282;7103;0
12.01.2021;NOSTALJÝK TRAMVAY;24;10;1;0;0;0;0;0;0
12.01.2021;Eshot;213524;49698;1256;8565;144;0;15072;28304;0
12.01.2021;Izulas;54538;12487;254;2120;31;0;3314;7592;0
12.01.2021;Tramvay Karþýyaka;5286;1366;72;228;17;0;209;351;0
12.01.2021;Metro;87072;20712;727;3267;470;0;4154;6873;0
12.01.2021;Ýzdeniz Maskematik;55;21;1;4;0;0;0;0;0
12.01.2021;Metro Maskematik;526;38;5;17;0;0;0;0;0
12.01.2021;Seferihisar Mot. Taþ. Kooperat;2382;352;31;80;4;0;164;375;0
12.01.2021;Tramvay Konak;19278;4879;249;794;31;0;1174;1664;0
12.01.2021;Ýzmir BB - Atik Yönetimi DB;325;85;0;5;0;0;0;98;0
12.01.2021;Izdeniz;13833;2929;141;501;320;0;556;858;0
12.01.2021;BÝSÝM;3;4;0;0;0;0;0;0;0
13.01.2021;Metro;83301;20329;662;2913;474;0;3996;6742;0
13.01.2021;Izulas;53112;12328;304;2050;26;0;3265;7496;0
13.01.2021;Ýzdeniz Maskematik;60;14;0;1;0;0;0;0;0
13.01.2021;Seferihisar Mot. Taþ. Kooperat;2468;404;19;71;0;0;173;363;0
13.01.2021;Izdeniz;14943;3108;175;464;277;0;531;915;0
13.01.2021;NOSTALJÝK TRAMVAY;19;3;1;2;0;0;0;0;0
13.01.2021;Ýzban;78120;17664;627;1907;284;0;3122;6850;0
13.01.2021;Ýzmir BB - Atik Yönetimi DB;309;95;3;6;0;0;0;75;0
13.01.2021;Tramvay Konak;18838;4959;209;763;43;0;1137;1567;0
13.01.2021;Tramvay Karþýyaka;6655;1571;104;317;15;0;182;529;0
13.01.2021;Eshot;211601;49632;1294;8381;216;0;14888;28423;0
13.01.2021;BÝSÝM;9;2;0;0;0;0;0;0;0
13.01.2021;Metro Maskematik;421;43;6;20;0;0;0;0;0
14.01.2021;Metro;87247;20992;713;3151;455;0;4128;7001;0
14.01.2021;NOSTALJÝK TRAMVAY;21;1;0;0;0;0;0;0;0
14.01.2021;Izulas;53008;12359;265;1938;27;0;3276;7421;0
14.01.2021;Tramvay Konak;19070;4871;209;782;31;0;1150;1577;0
14.01.2021;Ýzmir BB - Atik Yönetimi DB;413;132;9;9;0;0;0;107;0
14.01.2021;Ýzban;78431;17622;632;2059;259;0;3147;7090;0
14.01.2021;Metro Maskematik;381;27;1;17;0;0;0;0;0
14.01.2021;Eshot;211379;49869;1310;8351;166;0;15256;28424;0
14.01.2021;Tramvay Karþýyaka;5526;1274;83;263;6;0;182;367;0
14.01.2021;Seferihisar Mot. Taþ. Kooperat;2470;393;27;69;1;0;188;361;0
14.01.2021;Ýzdeniz Maskematik;109;21;1;2;0;0;0;0;0
14.01.2021;Izdeniz;13982;2918;153;458;309;0;606;859;0
15.01.2021;Metro Maskematik;414;39;0;20;0;0;0;0;0
15.01.2021;Eshot;216937;52132;1506;8551;182;0;15146;29754;0
15.01.2021;Izulas;54724;12921;355;2077;15;0;3377;7748;0
15.01.2021;Izdeniz;14078;3099;180;503;290;0;540;814;0
15.01.2021;BÝSÝM;21;5;0;0;0;0;0;0;0
15.01.2021;Tramvay Karþýyaka;5656;1499;91;305;9;0;190;358;0
15.01.2021;Ýzmir BB - Atik Yönetimi DB;414;124;4;9;0;0;0;104;0
15.01.2021;Metro;85928;21119;774;2990;380;0;3953;6997;0
15.01.2021;Seferihisar Mot. Taþ. Kooperat;2810;451;33;94;1;0;177;389;0
15.01.2021;Ýzdeniz Maskematik;90;8;1;2;0;0;0;0;0
15.01.2021;Tramvay Konak;18519;5112;255;790;16;0;1172;1440;0
15.01.2021;NOSTALJÝK TRAMVAY;11;6;0;0;0;0;0;0;0
15.01.2021;Ýzban;81917;19021;741;2063;288;0;3163;7152;0
16.01.2021;Tramvay Karþýyaka;171;42;0;4;0;0;38;10;0
16.01.2021;Ýzban;15182;2452;17;216;94;0;1005;1236;0
16.01.2021;Metro Maskematik;118;4;0;1;0;0;0;0;0
16.01.2021;Ýzmir BB - Atik Yönetimi DB;7;0;0;0;0;0;0;1;0
16.01.2021;Izulas;17;5;0;1;0;0;0;2;0
16.01.2021;Metro;12688;2632;27;256;67;0;836;983;0
16.01.2021;Izdeniz;111;28;0;1;0;0;7;4;0
16.01.2021;Ýzdeniz Maskematik;1;0;0;0;0;0;0;0;0
16.01.2021;Seferihisar Mot. Taþ. Kooperat;330;41;0;6;1;0;59;32;0
16.01.2021;Eshot;40560;5949;19;715;44;0;5266;3672;0
16.01.2021;Tramvay Konak;1136;218;1;24;0;0;254;89;0
17.01.2021;Ýzban;9243;1593;16;155;105;0;657;1004;0
17.01.2021;Ýzmir BB - Atik Yönetimi DB;5;1;0;0;0;0;0;0;0
17.01.2021;Tramvay Karþýyaka;147;40;0;3;0;0;29;18;0
17.01.2021;Metro;6287;1245;3;132;28;0;516;591;0
17.01.2021;Seferihisar Mot. Taþ. Kooperat;251;30;0;4;0;0;30;38;0
17.01.2021;Eshot;25362;4008;10;500;33;0;3511;2828;0
17.01.2021;Tramvay Konak;653;121;1;11;2;0;139;73;0
17.01.2021;Ýzdeniz Maskematik;2;0;0;0;0;0;0;0;0
17.01.2021;Izdeniz;58;12;0;0;6;0;1;3;0
17.01.2021;Metro Maskematik;89;5;0;0;0;0;0;0;0
18.01.2021;Tramvay Konak;19430;4805;218;841;21;0;1169;1645;0
18.01.2021;Metro Maskematik;431;49;4;20;0;0;0;0;0
18.01.2021;BÝSÝM;10;4;1;0;0;0;0;0;0
18.01.2021;Ýzmir BB - Atik Yönetimi DB;375;113;2;3;0;0;0;100;0
18.01.2021;Metro;90315;21312;724;3288;434;0;4366;7449;0
18.01.2021;Ýzban;84723;18857;719;2176;404;0;3411;7590;0
18.01.2021;NOSTALJÝK TRAMVAY;14;5;0;1;0;0;0;0;0
18.01.2021;Ýzdeniz Maskematik;65;18;0;7;0;0;0;0;0
18.01.2021;Tramvay Karþýyaka;5489;1412;67;261;12;0;208;381;0
18.01.2021;Eshot;225548;51691;1367;9498;222;0;16116;32056;0
18.01.2021;Izulas;57025;13286;339;2328;25;0;3497;8561;0
18.01.2021;Seferihisar Mot. Taþ. Kooperat;2676;424;27;81;2;0;184;430;0
18.01.2021;Izdeniz;14000;2954;134;465;255;0;575;883;0
19.01.2021;Izdeniz;13801;2754;142;423;337;0;544;789;0
19.01.2021;Tramvay Karþýyaka;5066;1248;75;253;9;0;190;273;0
19.01.2021;Ýzmir BB - Atik Yönetimi DB;353;85;6;10;0;0;0;107;0
19.01.2021;Seferihisar Mot. Taþ. Kooperat;2523;423;30;90;0;0;189;369;0
19.01.2021;Eshot;213808;50151;1443;8426;140;0;15891;29820;0
19.01.2021;BÝSÝM;6;1;0;0;0;0;0;0;0
19.01.2021;Ýzban;76759;17477;702;1889;264;0;3213;6945;0
19.01.2021;Metro Maskematik;363;23;3;19;0;0;0;0;0
19.01.2021;NOSTALJÝK TRAMVAY;4;10;1;2;0;0;0;0;0
19.01.2021;Tramvay Konak;18469;4817;233;757;21;0;1231;1549;0
19.01.2021;Ýzdeniz Maskematik;79;12;1;7;0;0;0;0;0
19.01.2021;Metro;84125;20392;823;3055;454;0;4093;6894;0
19.01.2021;Izulas;53677;12496;299;2132;15;0;3490;7716;0
20.01.2021;Seferihisar Mot. Taþ. Kooperat;2451;358;25;71;1;0;184;404;0
20.01.2021;Metro;83358;20533;683;2990;352;0;4020;6881;0
20.01.2021;NOSTALJÝK TRAMVAY;24;4;1;0;0;0;0;0;0
20.01.2021;Tramvay Karþýyaka;6795;1777;101;339;13;0;254;547;0
20.01.2021;Eshot;217232;52443;1412;8951;157;0;16228;30591;0
20.01.2021;Ýzdeniz Maskematik;92;18;0;5;0;0;0;0;0
20.01.2021;BÝSÝM;3;0;2;0;0;0;0;0;0
20.01.2021;Ýzmir BB - Atik Yönetimi DB;339;93;2;18;0;0;0;103;0
20.01.2021;Tramvay Konak;19032;5052;257;780;32;0;1258;1619;0
20.01.2021;Metro Maskematik;230;48;3;26;0;0;0;0;0
20.01.2021;Izulas;54462;13044;327;2120;12;0;3514;8033;0
20.01.2021;Izdeniz;14561;3182;142;515;354;0;566;941;0
20.01.2021;Ýzban;78326;18388;719;2013;280;0;3271;7205;0
21.01.2021;Metro;93385;22664;794;3381;458;0;4646;7498;0
21.01.2021;Tramvay Karþýyaka;5416;1423;73;263;8;0;144;340;0
21.01.2021;Izulas;53805;12618;283;2051;23;0;3396;7733;0
21.01.2021;Ýzdeniz Maskematik;41;7;0;4;0;0;0;0;0
21.01.2021;Ýzmir BB - Atik Yönetimi DB;376;116;7;17;0;0;0;126;0
21.01.2021;Eshot;215707;51385;1438;8482;161;0;16146;30000;0
21.01.2021;BÝSÝM;7;3;0;0;0;0;0;0;0
21.01.2021;Seferihisar Mot. Taþ. Kooperat;2420;387;28;71;2;0;189;370;0
21.01.2021;Tramvay Konak;18612;4945;210;807;26;0;1187;1592;0
21.01.2021;NOSTALJÝK TRAMVAY;17;0;4;0;0;0;0;0;0
21.01.2021;Metro Maskematik;372;28;2;20;0;0;0;0;0
21.01.2021;Ýzban;83479;19132;767;2209;326;0;3562;7616;0
21.01.2021;Izdeniz;14203;3133;164;449;357;0;524;843;0
22.01.2021;Tramvay Karþýyaka;6405;1646;69;307;14;0;224;412;0
22.01.2021;Ýzdeniz Maskematik;50;10;3;7;0;0;0;0;0
22.01.2021;Seferihisar Mot. Taþ. Kooperat;2747;404;31;113;0;0;184;437;0
22.01.2021;Tramvay Konak;18947;5060;250;789;15;0;1096;1617;0
22.01.2021;NOSTALJÝK TRAMVAY;14;5;0;0;0;0;0;0;0
22.01.2021;Eshot;220270;53029;1535;8997;215;0;15503;30974;0
22.01.2021;Ýzban;83025;19458;780;2128;371;0;3288;7168;0
22.01.2021;Ýzmir BB - Atik Yönetimi DB;417;88;5;12;0;0;0;102;0
22.01.2021;BÝSÝM;4;1;0;0;0;0;0;0;0
22.01.2021;Metro;88981;22224;765;3242;363;0;4169;7109;0
22.01.2021;Metro Maskematik;310;32;4;13;0;0;0;0;0
22.01.2021;Izulas;55878;13435;315;2248;18;1;3371;8175;0
22.01.2021;Izdeniz;13835;3058;161;447;254;0;553;834;0
23.01.2021;Ýzdeniz Maskematik;1;3;0;0;0;0;0;0;0
23.01.2021;Metro Maskematik;86;2;0;2;0;0;0;0;0
23.01.2021;Ýzmir BB - Atik Yönetimi DB;17;1;0;0;0;0;0;3;0
23.01.2021;Tramvay Konak;1186;256;1;28;0;0;267;112;0
23.01.2021;Metro;11691;2301;35;212;78;0;844;912;0
23.01.2021;Eshot;43449;6517;43;748;61;0;6108;4155;0
23.01.2021;Seferihisar Mot. Taþ. Kooperat;342;44;0;2;0;0;53;43;0
23.01.2021;Izulas;24;3;0;1;0;0;2;3;0
23.01.2021;Ýzban;16686;2795;51;241;142;0;1161;1357;0
23.01.2021;Izdeniz;89;21;1;1;0;0;2;2;0
23.01.2021;Tramvay Karþýyaka;196;47;1;3;0;0;16;12;0
24.01.2021;Metro Maskematik;73;8;0;0;0;0;0;0;0
24.01.2021;Izdeniz;43;10;0;1;0;0;3;4;0
24.01.2021;Ýzban;9718;1542;30;158;94;0;684;993;0
24.01.2021;Metro;6841;1332;10;129;53;0;492;605;0
24.01.2021;Tramvay Konak;668;128;2;14;0;0;154;80;0
24.01.2021;Tramvay Karþýyaka;150;38;0;1;0;0;9;11;0
24.01.2021;Ýzmir BB - Atik Yönetimi DB;9;0;0;0;0;0;0;4;0
24.01.2021;Eshot;26780;4149;34;516;55;0;3653;2892;0
24.01.2021;Seferihisar Mot. Taþ. Kooperat;256;39;1;6;0;0;22;35;0
25.01.2021;Tramvay Konak;18618;5099;247;766;21;0;1180;1486;0
25.01.2021;Izdeniz;12719;2696;156;350;255;0;506;691;0
25.01.2021;Metro Maskematik;349;53;6;29;0;0;0;0;0
25.01.2021;NOSTALJÝK TRAMVAY;10;0;0;2;0;0;0;0;0
25.01.2021;Izulas;56131;13783;303;2362;20;0;3542;8092;0
25.01.2021;Eshot;219424;54028;1244;8967;173;0;16012;30423;0
25.01.2021;Ýzmir BB - Atik Yönetimi DB;243;66;5;9;0;0;0;90;0
25.01.2021;Metro;88741;22303;731;2998;394;0;4309;7082;0
25.01.2021;Ýzban;82688;20271;747;1984;324;0;3320;7231;0
25.01.2021;Ýzdeniz Maskematik;51;11;3;4;0;0;0;0;0
25.01.2021;Tramvay Karþýyaka;5341;1529;87;253;4;0;149;342;0
25.01.2021;Seferihisar Mot. Taþ. Kooperat;2596;460;10;82;0;0;181;393;0
26.01.2021;Seferihisar Mot. Taþ. Kooperat;2652;496;22;73;1;0;217;441;0
26.01.2021;Metro;93292;23734;803;3395;533;0;4465;7553;0
26.01.2021;Ýzmir BB - Atik Yönetimi DB;346;119;7;13;0;0;0;116;0
26.01.2021;Metro Maskematik;370;28;2;21;0;0;0;0;0
26.01.2021;Ýzdeniz Maskematik;71;30;0;9;0;0;0;0;0
26.01.2021;NOSTALJÝK TRAMVAY;30;7;0;0;0;0;0;0;0
26.01.2021;Ýzban;84078;20970;737;2180;288;0;3265;7716;0
26.01.2021;Izulas;57650;14689;285;2338;27;0;3511;8709;0
26.01.2021;BÝSÝM;3;4;0;0;0;0;0;0;0
26.01.2021;Tramvay Konak;20362;5876;242;832;28;0;1223;1721;0
26.01.2021;Eshot;227728;58361;1335;9479;184;0;16359;32473;0
26.01.2021;Izdeniz;15107;3254;171;498;449;0;605;877;0
26.01.2021;Tramvay Karþýyaka;5897;1733;95;304;7;0;161;369;0
27.01.2021;Seferihisar Mot. Taþ. Kooperat;2320;434;9;61;0;0;205;342;0
27.01.2021;Tramvay Karþýyaka;6163;1629;88;311;3;0;175;430;0
27.01.2021;Ýzmir BB - Atik Yönetimi DB;218;51;3;13;0;0;0;82;0
27.01.2021;Ýzban;78028;19904;599;1828;309;0;3340;6922;0
27.01.2021;Tramvay Konak;17874;5185;218;717;18;0;1096;1515;0
27.01.2021;Metro;82551;21684;597;2766;359;0;4199;6569;0
27.01.2021;Izulas;53203;13716;220;2013;19;0;3233;7447;0
27.01.2021;Metro Maskematik;285;29;0;11;0;0;0;0;0
27.01.2021;NOSTALJÝK TRAMVAY;9;1;0;0;0;0;0;0;0
27.01.2021;Eshot;208909;54455;1112;8237;160;0;15367;28430;0
27.01.2021;BÝSÝM;2;2;0;0;0;0;0;0;0
27.01.2021;Izdeniz;11932;2566;87;367;232;0;472;691;0
27.01.2021;Ýzdeniz Maskematik;61;11;0;1;0;0;0;0;0
28.01.2021;Eshot;217849;57865;1231;8549;177;0;15571;29422;0
28.01.2021;Izdeniz;13343;2907;153;459;303;0;527;787;0
28.01.2021;Tramvay Konak;19172;5788;220;792;31;0;1127;1610;0
28.01.2021;Ýzmir BB - Atik Yönetimi DB;290;86;7;21;0;0;0;109;0
28.01.2021;NOSTALJÝK TRAMVAY;17;11;0;0;0;0;0;0;0
28.01.2021;Ýzban;82697;21327;631;2090;335;0;3432;7456;0
28.01.2021;Metro;90093;23473;659;3130;453;0;4304;7236;0
28.01.2021;Ýzdeniz Maskematik;58;6;0;5;0;0;0;0;0
28.01.2021;Metro Maskematik;355;33;4;8;0;0;0;0;0
28.01.2021;Izulas;55171;14374;247;2080;17;0;3429;7451;0
28.01.2021;BÝSÝM;1;0;0;0;0;0;0;0;0
28.01.2021;Tramvay Karþýyaka;5673;1659;78;265;12;0;177;349;0
28.01.2021;Seferihisar Mot. Taþ. Kooperat;2402;444;20;71;2;0;195;397;0
29.01.2021;Metro;94227;25365;797;3420;536;0;4295;7580;0
29.01.2021;Ýzban;87763;22601;719;2192;402;0;3350;7638;0
29.01.2021;Ýzmir BB - Atik Yönetimi DB;461;129;10;18;0;0;0;116;0
29.01.2021;NOSTALJÝK TRAMVAY;19;16;0;0;0;0;0;0;0
29.01.2021;Tramvay Karþýyaka;6294;2111;111;306;15;0;185;407;0
29.01.2021;Ýzdeniz Maskematik;53;6;6;5;0;0;0;0;0
29.01.2021;Seferihisar Mot. Taþ. Kooperat;2737;545;37;96;7;0;213;449;0
29.01.2021;Metro Maskematik;442;41;0;22;0;0;0;0;0
29.01.2021;Tramvay Konak;20351;6445;241;868;25;0;1134;1683;0
29.01.2021;Eshot;231094;62733;1440;9298;195;0;15895;31997;0
29.01.2021;BÝSÝM;0;4;0;0;0;0;0;0;0
29.01.2021;Izdeniz;15158;3799;213;489;401;0;548;920;0
29.01.2021;Izulas;57728;15716;268;2324;17;0;3497;8562;0
30.01.2021;Seferihisar Mot. Taþ. Kooperat;355;53;1;9;3;0;63;44;0
30.01.2021;Ýzban;16565;3322;54;222;136;0;1107;1366;0
30.01.2021;Tramvay Konak;1165;307;3;15;0;0;230;101;0
30.01.2021;Eshot;42905;7584;65;750;92;0;5797;3907;0
30.01.2021;Izulas;28;3;0;1;0;0;2;3;0
30.01.2021;Ýzmir BB - Atik Yönetimi DB;11;1;0;0;0;0;0;2;0
30.01.2021;Metro;11129;2394;27;196;104;0;791;790;0
30.01.2021;Metro Maskematik;106;4;0;0;0;0;0;0;0
30.01.2021;Ýzdeniz Maskematik;11;2;0;0;0;0;0;0;0
30.01.2021;Tramvay Karþýyaka;223;101;1;2;0;0;19;10;0
30.01.2021;Izdeniz;89;15;1;0;1;0;6;3;0
31.01.2021;Metro Maskematik;168;5;0;2;0;0;0;0;0
31.01.2021;Metro;6793;1553;20;126;54;0;502;677;0
31.01.2021;Tramvay Karþýyaka;172;73;0;0;0;0;27;17;0
31.01.2021;Ýzban;11015;2245;23;156;214;0;776;1106;0
31.01.2021;Tramvay Konak;740;170;4;12;2;0;158;77;0
31.01.2021;Ýzdeniz Maskematik;4;0;0;0;0;0;0;0;0
31.01.2021;Seferihisar Mot. Taþ. Kooperat;301;43;0;5;2;0;39;47;0
31.01.2021;Izdeniz;79;19;0;0;6;0;1;8;0
31.01.2021;Eshot;29481;5437;42;568;100;0;3752;3474;0
31.01.2021;Ýzmir BB - Atik Yönetimi DB;13;2;0;0;0;0;0;2;0
1.02.2021;Tramvay Karþýyaka;6290;1966;112;273;25;0;168;426;0
1.02.2021;Ýzban;91105;23289;787;2389;399;0;3455;8334;0
1.02.2021;BÝSÝM;8;0;0;0;0;0;0;0;0
