DATE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE;BANK CARD
28.04.2023;Grand Plaza A.Þ ;27;4;0;8;0;0;0;62;0
29.04.2023;Eshot;274743;197896;3166;15661;77;527;16043;140363;0
29.04.2023;Izulas;77044;55474;638;4223;14;205;4013;38005;0
29.04.2023;Ýzmir BB - Atik Yönetimi DB;4751;2769;63;97;0;0;0;2272;0
29.04.2023;ÝBB Sebze ve Meyve Hali;102;2;0;0;0;0;0;0;0
29.04.2023;Izdeniz;24464;11563;430;913;803;18;545;5787;0
29.04.2023;Teleferik;172;94;2;2;0;0;0;0;0
29.04.2023;Tramvay Karþýyaka;13192;10925;325;668;42;5;394;5766;0
29.04.2023;Izdeniz-Araba;14;4;1;1;0;0;0;0;0
29.04.2023;NOSTALJÝK TRAMVAY;35;54;0;1;0;0;0;2;0
29.04.2023;Metro Maskematik;37;4;0;0;0;0;3;0;0
29.04.2023;Metro;125591;88213;2186;5651;319;76;4763;33293;0
29.04.2023;Ýzban;133982;81544;2018;4756;895;65;4211;33500;0
29.04.2023;Tramvay Konak;32291;24543;753;1598;81;34;1405;11199;0
29.04.2023;ÝBB Bornova Buz Pisti;11;88;0;0;0;0;0;0;0
29.04.2023;Seferihisar Mot. Taþ. Kooperat;4705;2979;90;239;3;0;223;2726;0
29.04.2023;Ýzmir Doðal Yaþam Parký;861;402;26;10;0;0;0;29;0
29.04.2023;IZTASIT MENEMEN;21679;13558;137;683;3;29;1028;6936;0
29.04.2023;Grand Plaza A.Þ ;36;6;0;2;0;0;0;53;0
29.04.2023;IZTASIT FOCA;2626;1024;24;170;0;0;93;1299;0
29.04.2023;ÝZTAÞIT KÝRAZ;1547;527;25;49;1;0;20;484;0
30.04.2023;ÝBB Sebze ve Meyve Hali;8;0;0;0;0;0;0;0;0
30.04.2023;ÝBB Bornova Buz Pisti;11;78;0;0;0;0;0;0;0
30.04.2023;Eshot;227776;163632;2348;13613;80;466;12654;123717;0
30.04.2023;Izulas;58529;42017;460;3252;13;177;3051;30392;0
30.04.2023;IZTASIT MENEMEN;16398;10395;100;515;1;19;751;4995;0
30.04.2023;ÝZTAÞIT KÝRAZ;917;259;8;26;0;0;21;282;0
30.04.2023;Seferihisar Mot. Taþ. Kooperat;4503;2984;83;210;0;0;202;2710;0
30.04.2023;Izdeniz-Araba;25;4;0;0;0;0;0;0;0
30.04.2023;Izdeniz;30140;12372;528;1490;1061;26;923;7645;0
30.04.2023;IZTASIT FOCA;2511;976;24;146;1;4;77;1097;0
30.04.2023;Ýzmir BB - Atik Yönetimi DB;8169;3422;107;198;0;0;0;2541;0
30.04.2023;NOSTALJÝK TRAMVAY;51;74;1;1;0;0;2;6;0
30.04.2023;Tramvay Karþýyaka;12131;9474;294;622;47;0;316;4803;0
30.04.2023;Ýzmir Doðal Yaþam Parký;2014;709;28;22;0;0;0;77;0
30.04.2023;Metro;91395;69569;1465;3977;216;70;3777;22912;0
30.04.2023;Teleferik;334;159;5;0;0;0;0;0;0
30.04.2023;Tramvay Konak;30759;22739;670;1976;51;30;1755;11253;0
30.04.2023;Ýzban;107064;59743;1538;3756;230;74;3755;27256;0
1.05.2023;Izulas;80324;48218;610;4568;22;264;3370;36823;0
1.05.2023;IZTASIT FOCA;3052;1276;35;233;0;3;86;1505;0
1.05.2023;Ýzmir Doðal Yaþam Parký;1726;840;55;13;0;0;0;74;0
1.05.2023;Metro;114711;70891;1901;5823;168;110;4294;31275;0
1.05.2023;Tramvay Konak;30427;21116;968;1688;39;42;1987;10259;0
1.05.2023;Izdeniz;30891;14003;733;1293;1085;64;837;6262;0
1.05.2023;ÝZTAÞIT KÝRAZ;1372;323;16;33;0;0;30;391;0
1.05.2023;Izdeniz-Araba;17;1;0;0;0;0;0;0;0
1.05.2023;Teleferik;172;72;8;1;0;0;0;0;0
1.05.2023;Ýzban;109420;64754;1952;4401;0;92;3724;29345;0
1.05.2023;Tramvay Karþýyaka;12058;9950;294;638;22;8;362;5250;0
1.05.2023;Seferihisar Mot. Taþ. Kooperat;5070;2678;64;302;1;5;200;2701;0
1.05.2023;IZTASIT MENEMEN;21934;11770;131;787;2;45;822;6871;0
1.05.2023;Eshot;290603;178078;3263;16983;76;772;14408;135515;0
1.05.2023;Ýzmir BB - Atik Yönetimi DB;7344;4061;138;157;0;0;0;2650;0
1.05.2023;ÝBB Sebze ve Meyve Hali;111;0;0;0;0;0;0;0;0
2.05.2023;Teleferik;54;38;0;4;0;0;0;0;0
2.05.2023;ÝBB Sebze ve Meyve Hali;127;0;0;0;0;0;0;0;0
2.05.2023;Tramvay Konak;32985;26236;783;2200;38;59;2181;13933;0
2.05.2023;Tramvay Karþýyaka;9951;7918;222;790;17;3;370;7354;0
2.05.2023;Eshot;345637;319319;6690;22236;51;1109;24583;206071;0
2.05.2023;Izulas;76864;69189;1239;5088;9;325;4748;47628;0
2.05.2023;Izdeniz-Araba;17;0;0;0;0;0;0;0;0
2.05.2023;Ýzmir BB - Atik Yönetimi DB;3322;2308;20;103;0;0;0;2235;0
2.05.2023;Ýzmir Doðal Yaþam Parký;221;136;0;4;0;0;0;4;0
2.05.2023;Metro;137215;106761;2738;7963;184;157;9595;46647;0
2.05.2023;Seferihisar Mot. Taþ. Kooperat;5248;3294;110;339;2;2;255;4220;0
2.05.2023;Grand Plaza A.Þ ;30;1;1;2;0;0;0;59;0
2.05.2023;Ýzban;135269;79965;2657;6181;167;133;6300;43768;0
2.05.2023;NOSTALJÝK TRAMVAY;32;19;0;0;0;0;0;0;0
2.05.2023;ÝBB Bornova Buz Pisti;2;35;0;0;0;0;0;0;0
2.05.2023;IZTASIT MENEMEN;27153;21688;496;1062;8;112;1183;10746;0
2.05.2023;Izdeniz;23964;10508;388;1391;525;43;1643;7320;0
2.05.2023;IZTASIT FOCA;2882;1408;37;232;1;1;90;1797;0
2.05.2023;ÝZTAÞIT KÝRAZ;1693;699;90;41;0;0;28;637;0
3.05.2023;Eshot;347540;316844;6906;22484;72;1079;24798;200877;0
3.05.2023;ÝZTAÞIT KÝRAZ;1820;719;82;57;0;0;33;803;0
3.05.2023;Metro;131612;104900;2754;7221;141;144;9453;41651;0
3.05.2023;Izulas;75749;69193;1258;4896;7;340;4724;44916;0
3.05.2023;Tramvay Karþýyaka;14266;9742;340;1237;18;9;471;10232;0
3.05.2023;Ýzban;129602;77173;2662;5817;114;122;6047;41325;0
3.05.2023;Izdeniz;25744;11109;415;1439;377;28;1620;7577;0
3.05.2023;Ýzmir Doðal Yaþam Parký;387;115;5;4;0;0;0;11;0
3.05.2023;ÝBB Bornova Buz Pisti;2;34;0;0;0;0;0;0;0
3.05.2023;NOSTALJÝK TRAMVAY;38;26;1;6;0;0;0;0;0
3.05.2023;Tramvay Konak;32791;26157;891;2146;36;35;2255;14021;0
3.05.2023;Grand Plaza A.Þ ;24;1;0;1;0;0;0;24;0
3.05.2023;IZTASIT MENEMEN;26102;21792;486;927;2;100;1261;9420;0
3.05.2023;IZTASIT FOCA;2669;1294;37;179;0;2;85;1694;0
3.05.2023;Seferihisar Mot. Taþ. Kooperat;5041;3401;123;260;0;5;277;3572;0
3.05.2023;Ýzmir BB - Atik Yönetimi DB;2764;1906;31;100;0;0;0;1948;0
3.05.2023;Teleferik;195;36;1;0;0;0;0;0;0
3.05.2023;Izdeniz-Araba;13;1;0;0;0;0;0;0;0
3.05.2023;ÝBB Sebze ve Meyve Hali;60;0;0;1;0;0;0;0;0
4.05.2023;Tramvay Karþýyaka;9248;7350;238;658;14;2;427;5698;0
4.05.2023;IZTASIT FOCA;2470;1230;37;191;0;0;97;1458;0
4.05.2023;IZTASIT MENEMEN;26458;21212;460;1026;2;81;1237;11213;0
4.05.2023;Grand Plaza A.Þ ;24;6;0;2;0;0;0;35;0
4.05.2023;Metro;123035;100375;2730;6776;126;122;9304;39055;0
4.05.2023;Ýzmir BB - Atik Yönetimi DB;2110;1575;12;78;0;0;0;1615;0
4.05.2023;Metro Maskematik;24;7;1;1;0;0;0;0;0
4.05.2023;ÝBB Bornova Buz Pisti;2;66;1;0;0;0;0;0;0
4.05.2023;NOSTALJÝK TRAMVAY;55;32;0;1;0;0;0;0;0
4.05.2023;Teleferik;31;27;0;0;0;0;0;0;0
4.05.2023;ÝBB Sebze ve Meyve Hali;121;0;0;0;0;0;0;0;0
4.05.2023;ÝZTAÞIT KÝRAZ;1518;697;90;31;0;0;34;558;0
4.05.2023;Ýzmir Doðal Yaþam Parký;173;236;14;0;0;0;0;8;0
4.05.2023;Izulas;70992;67738;1157;4387;12;265;4666;38686;0
4.05.2023;Seferihisar Mot. Taþ. Kooperat;4644;3286;112;223;1;3;248;3222;0
4.05.2023;Izdeniz-Araba;41;0;0;0;0;0;0;0;0
4.05.2023;Eshot;322822;305437;6792;20028;54;895;24209;173130;0
4.05.2023;Izdeniz;20112;8696;423;1026;287;16;1607;5370;0
4.05.2023;Ýzban;125424;76331;2603;5622;88;111;5958;39602;0
4.05.2023;Tramvay Konak;31048;25249;916;2043;29;56;2085;11978;0
5.05.2023;Tramvay Konak;30635;25598;877;1882;35;61;2096;11746;0
5.05.2023;Metro;125383;102842;2742;6533;129;144;9277;37953;0
5.05.2023;Metro Maskematik;17;4;0;1;0;0;0;0;0
5.05.2023;Izdeniz;19708;8818;382;1075;323;12;1551;5239;0
5.05.2023;Izdeniz-Araba;35;2;1;2;0;0;0;0;0
5.05.2023;Teleferik;18;20;0;0;0;0;0;0;0
5.05.2023;Ýzmir Doðal Yaþam Parký;108;49;3;0;0;0;0;3;0
5.05.2023;Ýzban;126017;76430;2506;5061;100;113;5906;35898;0
5.05.2023;Tramvay Karþýyaka;9688;8206;243;741;17;2;382;5744;0
5.05.2023;IZTASIT MENEMEN;25492;20692;433;901;5;95;1204;8706;0
5.05.2023;Izulas;70837;66316;1172;4390;18;334;4596;39007;0
5.05.2023;NOSTALJÝK TRAMVAY;44;32;0;3;0;0;0;0;0
5.05.2023;Eshot;323826;304030;6644;19770;59;1077;23993;173996;0
5.05.2023;Seferihisar Mot. Taþ. Kooperat;4906;3426;114;267;0;1;253;3383;0
5.05.2023;ÝBB Sebze ve Meyve Hali;135;0;0;0;0;0;0;0;0
5.05.2023;ÝZTAÞIT KÝRAZ;1591;704;79;33;0;0;24;457;0
5.05.2023;Ýzmir BB - Atik Yönetimi DB;2077;1424;28;74;0;0;0;1837;0
5.05.2023;Grand Plaza A.Þ ;36;1;0;4;0;0;0;64;0
5.05.2023;IZTASIT FOCA;2647;1322;33;186;1;3;108;1431;0
5.05.2023;ÝBB Bornova Buz Pisti;10;93;1;0;0;0;0;0;0
6.05.2023;Izdeniz;30599;15521;555;1120;794;32;640;7283;0
6.05.2023;Grand Plaza A.Þ ;42;2;0;1;0;0;0;45;0
6.05.2023;ÝBB Sebze ve Meyve Hali;91;1;0;0;0;0;0;0;0
6.05.2023;IZTASIT FOCA;2618;1057;35;161;0;2;93;1421;0
6.05.2023;Teleferik;248;165;7;2;0;0;0;0;0
6.05.2023;Ýzban;131615;76312;2081;4764;174;147;4107;34044;0
6.05.2023;Izdeniz-Araba;42;6;0;1;0;0;0;0;0
6.05.2023;NOSTALJÝK TRAMVAY;158;120;4;3;0;0;5;6;0
6.05.2023;IZTASIT MENEMEN;22380;14016;156;782;0;58;1019;7030;0
6.05.2023;Ýzmir BB - Atik Yönetimi DB;6211;3814;113;148;0;0;0;2440;0
6.05.2023;Metro Maskematik;21;3;0;0;0;0;0;0;0
6.05.2023;Izulas;77529;56966;623;4266;15;317;4007;38089;0
6.05.2023;Tramvay Konak;36408;29566;795;1890;49;47;1557;12283;0
6.05.2023;Seferihisar Mot. Taþ. Kooperat;4975;3367;93;311;2;1;270;2883;0
6.05.2023;Eshot;285531;211024;3414;16466;53;933;16019;143720;0
6.05.2023;Ýzmir Doðal Yaþam Parký;893;469;27;10;0;0;0;22;0
6.05.2023;Metro;119588;86316;1920;5826;127;127;4650;32942;0
6.05.2023;Tramvay Karþýyaka;13158;12091;338;635;37;4;471;5419;0
6.05.2023;ÝZTAÞIT KÝRAZ;1506;507;21;27;0;1;22;600;0
7.05.2023;Tramvay Konak;20286;17674;353;705;35;30;759;5549;0
7.05.2023;ÝBB Sebze ve Meyve Hali;5;0;0;0;0;0;0;0;0
7.05.2023;IZTASIT FOCA;2596;1205;29;140;4;3;82;1179;0
7.05.2023;ÝBB Bornova Buz Pisti;19;106;0;1;0;0;0;0;0
7.05.2023;Ýzmir BB - Atik Yönetimi DB;8573;4034;131;123;0;0;0;2179;0
7.05.2023;Metro;87773;69627;1176;3326;131;112;3030;21814;0
7.05.2023;Izdeniz-Araba;47;8;0;2;0;0;0;0;0
7.05.2023;NOSTALJÝK TRAMVAY;213;127;6;2;0;0;2;5;0
7.05.2023;ÝZTAÞIT KÝRAZ;1031;309;10;24;0;0;9;328;0
7.05.2023;Ýzmir Doðal Yaþam Parký;1782;600;23;19;0;0;0;33;0
7.05.2023;Eshot;218239;165469;2186;11818;51;810;11040;118202;0
7.05.2023;Izdeniz;27767;13741;346;670;845;69;558;4513;0
7.05.2023;Izulas;55215;42249;373;2754;16;269;2574;27891;0
7.05.2023;Teleferik;496;230;13;12;0;0;0;0;0
7.05.2023;IZTASIT MENEMEN;16594;10423;111;510;4;49;680;5165;0
7.05.2023;Metro Maskematik;11;3;0;1;0;0;0;0;0
7.05.2023;Seferihisar Mot. Taþ. Kooperat;4663;3078;81;208;1;5;191;2685;0
7.05.2023;Ýzban;111016;64542;1488;3397;92;120;3213;27050;0
7.05.2023;Tramvay Karþýyaka;11505;9642;199;516;27;15;422;4337;0
8.05.2023;Ýzmir Doðal Yaþam Parký;254;122;29;2;0;0;0;6;0
8.05.2023;ÝBB Bornova Buz Pisti;7;77;1;0;0;0;0;0;0
8.05.2023;Tramvay Konak;33571;27518;806;2364;27;49;2082;14595;0
8.05.2023;IZTASIT FOCA;2864;1379;29;188;0;1;98;1793;0
8.05.2023;Seferihisar Mot. Taþ. Kooperat;5165;3554;100;292;0;0;262;3773;0
8.05.2023;ÝZTAÞIT KÝRAZ;1562;663;90;43;0;0;26;548;0
8.05.2023;Tramvay Karþýyaka;9980;8239;374;824;9;6;422;6766;0
8.05.2023;IZTASIT MENEMEN;26665;21809;477;1034;3;94;1211;10109;0
8.05.2023;Eshot;341992;316015;6860;21705;61;1222;24830;197570;0
8.05.2023;NOSTALJÝK TRAMVAY;99;28;0;5;0;0;0;0;0
8.05.2023;Izulas;76291;70055;1231;4938;6;361;4756;44353;0
8.05.2023;Metro Maskematik;29;7;1;2;0;0;0;0;0
8.05.2023;Izdeniz;24420;11297;382;1300;392;33;1649;7576;0
8.05.2023;Metro;131782;105733;2719;7340;131;142;9583;44170;0
8.05.2023;Ýzmir BB - Atik Yönetimi DB;3483;2671;49;108;0;0;0;2405;0
8.05.2023;ÝBB Sebze ve Meyve Hali;144;1;0;2;0;0;0;0;0
8.05.2023;Ýzban;142262;84202;2736;6147;96;135;6349;44796;0
8.05.2023;Izdeniz-Araba;50;10;0;2;0;0;0;0;0
8.05.2023;Grand Plaza A.Þ ;26;0;0;4;0;0;0;49;0
9.05.2023;Seferihisar Mot. Taþ. Kooperat;4977;3493;106;370;0;6;281;3753;0
9.05.2023;Tramvay Konak;33930;27799;835;2179;28;76;2184;14025;0
9.05.2023;Ýzmir BB - Atik Yönetimi DB;3522;2618;43;97;0;0;0;2353;0
9.05.2023;Eshot;343919;320485;7218;21956;61;1305;24773;193145;0
9.05.2023;ÝBB Bornova Buz Pisti;4;34;0;0;0;0;0;0;0
9.05.2023;NOSTALJÝK TRAMVAY;71;60;0;2;0;0;0;0;0
9.05.2023;Ýzban;133370;80534;2694;5855;65;177;6210;41743;0
9.05.2023;Metro;135689;108616;2797;7983;110;187;9817;44262;0
9.05.2023;Grand Plaza A.Þ ;24;2;0;1;0;0;0;46;0
9.05.2023;IZTASIT MENEMEN;26911;21704;550;1013;0;109;1286;10385;0
9.05.2023;ÝBB Sebze ve Meyve Hali;88;0;0;0;0;0;0;0;0
9.05.2023;IZTASIT FOCA;2838;1411;39;195;0;0;118;1784;0
9.05.2023;Metro Maskematik;16;8;2;3;0;0;0;0;0
9.05.2023;Ýzmir Doðal Yaþam Parký;249;102;4;2;0;0;0;5;0
9.05.2023;Izulas;75647;69883;1223;4820;5;400;4732;43526;0
9.05.2023;Izdeniz;24173;10978;409;1288;422;24;1732;7044;0
9.05.2023;ÝZTAÞIT KÝRAZ;1492;699;95;39;0;0;37;591;0
9.05.2023;Teleferik;96;60;1;1;0;0;0;0;0
9.05.2023;Tramvay Karþýyaka;9986;8314;228;705;18;2;402;6465;0
9.05.2023;Izdeniz-Araba;45;4;0;0;0;0;0;0;0
10.05.2023;Eshot;349302;324675;7260;22912;56;1229;24947;200012;0
10.05.2023;Seferihisar Mot. Taþ. Kooperat;5164;3722;122;288;1;1;279;3447;0
10.05.2023;Ýzmir BB - Atik Yönetimi DB;3654;2544;31;126;0;0;0;2475;0
10.05.2023;ÝBB Sebze ve Meyve Hali;57;0;0;1;0;0;0;0;0
10.05.2023;Metro Maskematik;40;14;0;0;0;0;0;0;0
10.05.2023;Izdeniz-Araba;66;1;0;1;0;0;0;0;0
10.05.2023;Metro;128799;105748;2650;7183;100;115;9230;41546;0
10.05.2023;IZTASIT MENEMEN;27049;22695;453;906;0;90;1336;9605;0
10.05.2023;NOSTALJÝK TRAMVAY;35;45;0;2;0;0;0;0;0
10.05.2023;Ýzmir Doðal Yaþam Parký;420;139;11;8;0;0;0;13;0
10.05.2023;Grand Plaza A.Þ ;28;1;0;1;0;0;0;48;0
10.05.2023;IZTASIT FOCA;2614;1256;29;173;0;4;88;1657;0
10.05.2023;Tramvay Karþýyaka;14901;10791;297;1328;62;10;517;10830;0
10.05.2023;Ýzban;132731;80473;2501;5756;61;105;6080;40923;0
10.05.2023;Izulas;75339;70040;1204;4922;10;380;4685;43720;0
10.05.2023;ÝZTAÞIT KÝRAZ;1718;695;83;49;0;0;31;729;0
10.05.2023;Tramvay Konak;35072;29615;1121;2271;20;47;2566;14220;0
10.05.2023;Izdeniz;25468;12071;424;1436;446;23;1729;7509;0
10.05.2023;ÝBB Bornova Buz Pisti;6;42;0;0;0;0;0;0;0
10.05.2023;Teleferik;183;71;0;3;0;0;0;0;0
11.05.2023;IZTASIT FOCA;2726;1387;48;203;1;0;97;1763;0
11.05.2023;NOSTALJÝK TRAMVAY;31;17;0;2;1;0;0;0;0
11.05.2023;ÝBB Sebze ve Meyve Hali;113;0;0;0;0;0;0;0;0
11.05.2023;Metro;131127;106512;2900;7461;56;123;9452;43665;0
11.05.2023;Izulas;73689;69993;1206;4676;5;351;4574;41605;0
11.05.2023;ÝBB Bornova Buz Pisti;1;51;0;0;0;0;0;0;0
11.05.2023;Tramvay Konak;32615;27742;1053;2131;35;41;2253;13563;0
11.05.2023;Metro Maskematik;29;6;2;1;0;0;0;0;0
11.05.2023;Grand Plaza A.Þ ;36;4;2;2;0;0;0;44;0
11.05.2023;Izdeniz;22755;10514;406;1256;426;31;1679;7025;0
11.05.2023;Seferihisar Mot. Taþ. Kooperat;4963;3298;120;302;0;4;307;3613;0
11.05.2023;Teleferik;83;76;0;5;0;0;0;0;0
11.05.2023;Tramvay Karþýyaka;10165;8453;235;795;7;0;444;6527;0
11.05.2023;Ýzmir Doðal Yaþam Parký;237;137;11;2;0;0;0;4;0
11.05.2023;Izdeniz-Araba;63;1;0;1;0;0;0;0;0
11.05.2023;ÝZTAÞIT KÝRAZ;1624;681;90;46;0;0;29;539;0
11.05.2023;IZTASIT MENEMEN;27259;21834;467;1046;0;89;1280;11558;0
11.05.2023;Ýzmir BB - Atik Yönetimi DB;3092;2264;52;96;0;0;0;2370;0
11.05.2023;Eshot;340073;322289;6924;21841;43;1121;24681;190046;0
11.05.2023;Ýzban;129950;78797;2570;5894;42;116;5815;41704;0
12.05.2023;Metro;130872;104017;2719;7208;68;137;10936;40907;0
12.05.2023;Izdeniz;23030;10165;394;1328;301;25;1721;6622;0
12.05.2023;Izdeniz-Araba;63;5;1;3;0;0;0;0;0
12.05.2023;Ýzmir Doðal Yaþam Parký;347;111;15;0;0;0;0;10;0
12.05.2023;ÝBB Bornova Buz Pisti;9;76;0;0;0;0;0;0;0
12.05.2023;IZTASIT FOCA;2684;1352;39;193;0;0;101;1434;0
12.05.2023;Eshot;337323;316961;6617;21699;36;1182;25437;185846;0
12.05.2023;Seferihisar Mot. Taþ. Kooperat;5190;3733;116;307;0;1;281;3862;0
12.05.2023;NOSTALJÝK TRAMVAY;15;19;1;0;0;0;0;0;0
12.05.2023;Ýzban;133884;80448;2604;5707;37;98;6511;38467;0
12.05.2023;Izulas;74150;69444;1232;4625;5;361;4869;40932;0
12.05.2023;Ýzmir BB - Atik Yönetimi DB;3128;2454;40;123;0;0;0;2365;0
12.05.2023;Tramvay Karþýyaka;10529;8988;255;777;18;3;463;6659;0
12.05.2023;ÝZTAÞIT KÝRAZ;1770;796;80;44;0;0;38;590;0
12.05.2023;Grand Plaza A.Þ ;33;7;0;6;0;0;0;63;0
12.05.2023;Teleferik;52;56;0;2;0;0;0;0;0
12.05.2023;ÝBB Sebze ve Meyve Hali;136;0;0;2;0;0;0;0;0
12.05.2023;IZTASIT MENEMEN;26529;21395;434;924;3;65;1198;9029;0
12.05.2023;Tramvay Konak;33851;28026;883;2131;28;51;2719;13495;0
12.05.2023;Metro Maskematik;32;14;0;0;0;0;0;0;0
13.05.2023;Seferihisar Mot. Taþ. Kooperat;4817;3392;55;260;0;2;240;2851;0
13.05.2023;Izulas;76692;55210;701;4281;4;328;3923;39237;0
13.05.2023;Eshot;274211;196885;3254;16210;23;899;16070;141531;0
13.05.2023;Ýzmir BB - Atik Yönetimi DB;5866;3297;98;132;0;0;0;2435;0
13.05.2023;ÝBB Sebze ve Meyve Hali;92;1;0;0;0;0;0;0;0
13.05.2023;Metro;109310;72932;1767;5606;55;126;4265;31711;0
13.05.2023;NOSTALJÝK TRAMVAY;136;89;0;4;0;0;2;10;0
13.05.2023;Metro Maskematik;19;6;0;1;0;0;0;0;0
13.05.2023;Tramvay Karþýyaka;12526;10494;336;626;13;9;444;5708;0
13.05.2023;Tramvay Konak;29595;22863;651;1467;30;33;1381;9842;0
13.05.2023;Grand Plaza A.Þ ;34;9;0;1;0;0;0;61;0
13.05.2023;IZTASIT FOCA;2749;1190;16;158;1;0;76;1387;0
13.05.2023;Ýzban;124332;71134;1847;4793;24;112;3944;33563;0
13.05.2023;Izdeniz;22498;10768;418;883;506;24;566;5346;0
13.05.2023;ÝBB Bornova Buz Pisti;10;82;0;0;0;0;0;0;0
13.05.2023;Teleferik;218;141;5;1;0;0;0;0;0
13.05.2023;ÝZTAÞIT KÝRAZ;1480;507;21;35;0;0;20;512;0
13.05.2023;Izdeniz-Araba;57;3;2;1;0;0;0;0;0
13.05.2023;IZTASIT MENEMEN;22447;13496;188;710;2;57;904;7089;0
13.05.2023;Ýzmir Doðal Yaþam Parký;752;283;24;9;0;0;0;18;0
14.05.2023;Izdeniz;8728;3089;87;352;263;11;153;2005;0
14.05.2023;Metro;46848;26791;717;2096;24;51;1981;13390;0
14.05.2023;Seferihisar Mot. Taþ. Kooperat;3687;1727;44;217;0;4;152;2618;0
14.05.2023;Tramvay Karþýyaka;5141;2959;81;286;6;7;161;2490;0
14.05.2023;Ýzban;64576;28278;743;2487;16;42;2221;18634;0
14.05.2023;Ýzmir BB - Atik Yönetimi DB;3795;1229;46;71;0;0;0;1505;0
14.05.2023;Izulas;48756;28875;434;2827;9;195;2874;30281;0
14.05.2023;Izdeniz-Araba;19;2;0;0;0;0;0;0;0
14.05.2023;Eshot;140277;77947;1573;8376;29;387;8257;80103;0
14.05.2023;IZTASIT MENEMEN;14733;6748;124;485;0;25;690;4467;0
14.05.2023;IZTASIT FOCA;2436;791;11;171;0;1;84;1286;0
14.05.2023;NOSTALJÝK TRAMVAY;73;42;1;4;0;0;1;7;0
14.05.2023;ÝZTAÞIT KÝRAZ;798;145;7;18;0;1;19;205;0
14.05.2023;ÝBB Sebze ve Meyve Hali;6;0;0;0;0;0;0;0;0
14.05.2023;Metro Maskematik;6;0;0;0;0;0;0;0;0
14.05.2023;Tramvay Konak;11063;5806;132;595;23;10;550;4206;0
14.05.2023;Ýzmir Doðal Yaþam Parký;410;151;2;4;0;0;0;12;0
15.05.2023;Ýzmir Doðal Yaþam Parký;275;155;7;4;0;0;0;19;0
15.05.2023;Ýzmir BB - Atik Yönetimi DB;3481;2359;79;77;0;0;0;1968;0
15.05.2023;Tramvay Karþýyaka;9233;7930;253;687;17;3;371;5843;0
15.05.2023;ÝZTAÞIT KÝRAZ;1656;418;9;25;0;0;32;560;0
15.05.2023;Tramvay Konak;28251;18937;604;1819;13;44;1956;11350;0
15.05.2023;Seferihisar Mot. Taþ. Kooperat;5073;2896;68;257;1;7;253;3453;0
15.05.2023;Izulas;70937;46389;506;4391;8;380;4557;39639;0
15.05.2023;Grand Plaza A.Þ ;20;3;0;2;0;0;0;53;0
15.05.2023;Eshot;312351;201737;3303;19301;30;1027;23143;170801;0
15.05.2023;Metro;120228;76892;1773;6630;59;123;8998;39088;0
15.05.2023;Ýzban;122443;62794;1588;5144;21;116;5721;36851;0
15.05.2023;Metro Maskematik;18;3;0;1;0;0;0;0;0
15.05.2023;IZTASIT MENEMEN;25360;13638;153;827;0;82;1173;8680;0
15.05.2023;Izdeniz-Araba;53;1;0;2;0;0;0;0;0
15.05.2023;ÝBB Sebze ve Meyve Hali;125;1;0;0;0;0;0;0;0
15.05.2023;Izdeniz;21553;10134;404;1061;252;26;1522;6108;0
15.05.2023;ÝBB Bornova Buz Pisti;1;28;0;0;0;0;0;0;0
15.05.2023;NOSTALJÝK TRAMVAY;45;30;7;2;1;0;0;0;0
15.05.2023;IZTASIT FOCA;2722;1107;30;182;0;1;102;1475;0
16.05.2023;Izdeniz-Araba;85;3;1;0;0;0;0;0;0
16.05.2023;Metro;129509;100549;2574;7454;69;112;9599;43318;0
16.05.2023;Tramvay Karþýyaka;9459;7648;237;734;9;3;405;6284;0
16.05.2023;Eshot;330901;311604;6615;21185;43;786;24839;185021;0
16.05.2023;IZTASIT FOCA;2707;1515;45;190;0;1;106;1787;0
16.05.2023;IZTASIT MENEMEN;26781;21492;452;975;0;80;1237;9922;0
16.05.2023;NOSTALJÝK TRAMVAY;17;20;0;2;0;0;0;0;0
16.05.2023;Ýzban;127054;76678;2471;5546;31;93;6060;40208;0
16.05.2023;ÝZTAÞIT KÝRAZ;1631;780;91;40;0;2;34;535;0
16.05.2023;Tramvay Konak;31640;25315;832;2046;21;52;2239;12949;0
16.05.2023;Ýzmir BB - Atik Yönetimi DB;2857;1887;39;67;0;0;0;1857;0
16.05.2023;Izulas;73145;68152;1190;4556;8;313;4771;41495;0
16.05.2023;ÝBB Sebze ve Meyve Hali;97;0;0;0;0;0;0;0;0
16.05.2023;Ýzmir Doðal Yaþam Parký;363;140;7;0;0;0;0;5;0
16.05.2023;Teleferik;88;56;1;3;0;0;0;0;0
16.05.2023;Seferihisar Mot. Taþ. Kooperat;5139;3767;124;326;1;1;291;3836;0
16.05.2023;Izdeniz;22248;9940;374;1254;373;12;1642;6698;0
16.05.2023;Metro Maskematik;22;5;0;1;0;0;0;0;0
16.05.2023;ÝBB Bornova Buz Pisti;4;42;0;0;0;0;0;0;0
16.05.2023;Grand Plaza A.Þ ;31;4;0;1;0;0;0;38;0
17.05.2023;Tramvay Konak;31676;27026;895;2017;33;42;2145;12620;0
17.05.2023;Izulas;73611;69495;1281;4841;2;294;4718;43459;0
17.05.2023;IZTASIT MENEMEN;26055;21555;482;936;1;73;1303;9175;0
